sweep,camera,fps,noise_px,radius_noise,dropout,tap_px,physics,i,speed_kmh,length_m,line_m,restitution_true,n_dets,truth,calib_reproj_px,estimator,ok,verdict,verdict_k0,verdict_k0.5,verdict_k1.5,verdict_k2,bounce_observed,y_err_cm,z_err_cm,sigma_y_cm,sigma_z_cm,contact_x_err_cm,contact_y_err_cm,speed_err_kmh,rms_px,restitution
noise_px=0.0,striker_ref,60.0,0.0,0.1,0.05,2.0,True,0,106.1,9.55,-0.427,0.527,43,not_out,5.2,anchored,True,not_out,not_out,not_out,not_out,not_out,True,0.277,0.0145,0.2513,0.2136,8.006,0.2884,13.0276,0.1009,0.5013
noise_px=0.0,striker_ref,60.0,0.0,0.1,0.05,2.0,True,0,106.1,9.55,-0.427,0.527,43,not_out,5.2,parabola,True,umpires_call,not_out,not_out,umpires_call,umpires_call,False,115.3152,88.3094,0.0,0.0,957.798,72.3256,69.0276,1000.0,0.55
noise_px=0.0,striker_ref,60.0,0.0,0.1,0.05,2.0,True,1,85.9,8.04,-0.298,0.562,51,not_out,4.15,anchored,True,not_out,not_out,not_out,not_out,not_out,True,3.2177,5.0647,0.301,0.5376,0.7974,0.7295,13.7475,0.1947,0.5191
noise_px=0.0,striker_ref,60.0,0.0,0.1,0.05,2.0,True,1,85.9,8.04,-0.298,0.562,51,not_out,4.15,parabola,False,no_verdict,no_verdict,no_verdict,no_verdict,no_verdict,,,,,,,,,,
noise_px=0.0,striker_ref,60.0,0.0,0.1,0.05,2.0,True,2,98.1,9.26,0.427,0.675,43,not_out,2.31,anchored,True,not_out,not_out,not_out,not_out,not_out,True,3.7736,1.1321,0.3852,0.1627,8.5825,1.1652,15.6888,0.161,0.6434
noise_px=0.0,striker_ref,60.0,0.0,0.1,0.05,2.0,True,2,98.1,9.26,0.427,0.675,43,not_out,2.31,parabola,True,umpires_call,not_out,umpires_call,umpires_call,umpires_call,False,102.5919,98.6259,2516.359,0.0,2894.3616,1.0258,16.0725,32.6994,0.55
noise_px=0.0,striker_ref,60.0,0.0,0.1,0.05,2.0,True,3,81.1,8.65,0.254,0.646,49,not_out,3.23,anchored,True,not_out,not_out,not_out,not_out,not_out,True,1.4379,0.3787,0.2963,1.0625,5.8811,0.3787,9.1483,0.4096,0.6138
noise_px=0.0,striker_ref,60.0,0.0,0.1,0.05,2.0,True,3,81.1,8.65,0.254,0.646,49,not_out,3.23,parabola,True,umpires_call,not_out,umpires_call,umpires_call,umpires_call,False,55.8941,65.2261,317.0264,0.0,3400.1279,10.7304,48.4783,14.697,0.55
noise_px=0.0,striker_ref,60.0,0.0,0.1,0.05,2.0,True,4,96.6,2.33,-0.587,0.687,39,not_out,4.94,anchored,True,not_out,not_out,not_out,not_out,not_out,True,3.9098,1.9207,6.6711,8.4671,3.8756,4.0329,18.7314,1.2568,0.691
noise_px=0.0,striker_ref,60.0,0.0,0.1,0.05,2.0,True,4,96.6,2.33,-0.587,0.687,39,not_out,4.94,parabola,True,not_out,not_out,not_out,not_out,not_out,False,14.9546,2.9204,45.5781,22.5793,11.3504,6.2326,45.9286,7.6507,0.55
noise_px=0.0,striker_ref,60.0,0.0,0.1,0.05,2.0,True,5,127.5,2.19,-0.154,0.605,30,out,2.53,anchored,True,out,out,out,out,out,True,1.4679,2.2772,0.7595,3.8341,0.8866,1.3773,18.5348,0.5847,0.6272
noise_px=0.0,striker_ref,60.0,0.0,0.1,0.05,2.0,True,5,127.5,2.19,-0.154,0.605,30,out,2.53,parabola,True,umpires_call,umpires_call,umpires_call,umpires_call,umpires_call,False,11.0049,22.3791,9.144,23.1932,211.7936,0.9702,65.612,7.514,0.55
noise_px=0.0,striker_ref,60.0,0.0,0.1,0.05,2.0,True,6,106.9,8.09,0.227,0.611,42,not_out,2.89,anchored,True,not_out,not_out,not_out,not_out,not_out,True,0.8322,0.5738,0.2402,0.4494,2.7385,0.062,13.897,0.0908,0.5782
noise_px=0.0,striker_ref,60.0,0.0,0.1,0.05,2.0,True,6,106.9,8.09,0.227,0.611,42,not_out,2.89,parabola,True,umpires_call,not_out,umpires_call,umpires_call,umpires_call,False,48.06,98.7288,163.0031,0.0,3679.6557,6.8662,105.8422,14.2914,0.55
noise_px=0.0,striker_ref,60.0,0.0,0.1,0.05,2.0,True,7,69.0,5.72,0.111,0.52,60,umpires_call,3.21,anchored,True,not_out,not_out,not_out,not_out,not_out,True,1.0128,3.5434,0.5554,1.9675,4.7351,0.3643,9.1996,0.52,0.4913
noise_px=0.0,striker_ref,60.0,0.0,0.1,0.05,2.0,True,7,69.0,5.72,0.111,0.52,60,umpires_call,3.21,parabola,True,umpires_call,umpires_call,umpires_call,umpires_call,umpires_call,False,33.8812,48.277,7.8258,0.0,309.6163,0.7409,36.9769,15.2436,0.55
noise_px=0.0,striker_ref,60.0,0.0,0.1,0.05,2.0,True,8,97.4,9.94,0.131,0.647,46,umpires_call,3.18,anchored,True,umpires_call,umpires_call,umpires_call,umpires_call,umpires_call,True,2.2694,2.1563,0.1596,0.5696,2.9891,1.0105,13.6234,0.1504,0.6249
noise_px=0.0,striker_ref,60.0,0.0,0.1,0.05,2.0,True,8,97.4,9.94,0.131,0.647,46,umpires_call,3.18,parabola,True,umpires_call,umpires_call,umpires_call,umpires_call,umpires_call,False,19.0502,125.3768,19.2207,0.0,1392.0137,0.4051,119.4244,16.7369,0.55
noise_px=0.0,striker_ref,60.0,0.0,0.1,0.05,2.0,True,9,132.8,7.05,0.345,0.497,32,not_out,2.92,anchored,True,not_out,not_out,not_out,not_out,not_out,True,4.2962,5.2903,0.7485,0.6484,2.5561,0.8659,17.5584,0.2193,0.4403
noise_px=0.0,striker_ref,60.0,0.0,0.1,0.05,2.0,True,9,132.8,7.05,0.345,0.497,32,not_out,2.92,parabola,True,not_out,not_out,not_out,not_out,not_out,False,133.7839,55.3286,0.0,0.0,632.8164,63.9824,95.8527,1000.0,0.55
noise_px=0.0,striker_ref,60.0,0.0,0.1,0.05,2.0,True,10,134.0,7.76,0.531,0.608,29,not_out,2.53,anchored,True,not_out,not_out,not_out,not_out,not_out,True,6.294,4.007,0.9345,0.4495,0.535,2.7661,14.7271,0.2734,0.5487
noise_px=0.0,striker_ref,60.0,0.0,0.1,0.05,2.0,True,10,134.0,7.76,0.531,0.608,29,not_out,2.53,parabola,True,umpires_call,not_out,not_out,umpires_call,umpires_call,False,122.5628,96.765,0.0,0.0,758.6874,77.7473,101.1966,1000.0,0.55
noise_px=0.0,striker_ref,60.0,0.0,0.1,0.05,2.0,True,11,106.9,7.79,-0.443,0.642,41,not_out,2.19,anchored,True,not_out,not_out,not_out,not_out,not_out,True,1.9871,1.4989,0.2498,0.4356,2.2923,0.389,13.9161,0.1018,0.599
noise_px=0.0,striker_ref,60.0,0.0,0.1,0.05,2.0,True,11,106.9,7.79,-0.443,0.642,41,not_out,2.19,parabola,True,umpires_call,not_out,umpires_call,umpires_call,umpires_call,False,25.195,81.5401,165.9002,0.0,2761.4144,23.4712,60.6784,11.1352,0.55
noise_px=0.0,striker_ref,60.0,0.0,0.1,0.05,2.0,True,12,66.1,6.15,-0.172,0.615,63,not_out,4.9,anchored,True,not_out,not_out,not_out,not_out,not_out,True,9.6516,9.13,0.7058,0.6176,0.0368,1.9874,9.4192,0.3025,0.5671
noise_px=0.0,striker_ref,60.0,0.0,0.1,0.05,2.0,True,12,66.1,6.15,-0.172,0.615,63,not_out,4.9,parabola,False,no_verdict,no_verdict,no_verdict,no_verdict,no_verdict,,,,,,,,,,
noise_px=0.0,striker_ref,60.0,0.0,0.1,0.05,2.0,True,13,75.7,1.1,-0.319,0.599,52,not_out,2.17,anchored,True,not_out,not_out,not_out,not_out,not_out,True,10.1066,3.6388,5.727,18.9421,2.3098,5.0164,12.7014,2.3109,0.5301
noise_px=0.0,striker_ref,60.0,0.0,0.1,0.05,2.0,True,13,75.7,1.1,-0.319,0.599,52,not_out,2.17,parabola,True,umpires_call,not_out,not_out,umpires_call,umpires_call,False,13.1997,9.425,44.5576,22.9524,64.4995,5.8962,30.4402,7.5688,0.55
noise_px=0.0,striker_ref,60.0,0.0,0.1,0.05,2.0,True,14,70.3,9.58,0.383,0.646,58,not_out,3.89,anchored,True,not_out,not_out,not_out,not_out,not_out,True,0.3902,0.1008,0.5172,0.5053,8.0081,0.6425,15.4511,0.3739,0.6282
noise_px=0.0,striker_ref,60.0,0.0,0.1,0.05,2.0,True,14,70.3,9.58,0.383,0.646,58,not_out,3.89,parabola,True,umpires_call,not_out,umpires_call,umpires_call,umpires_call,False,5.3073,71.919,529.4228,0.0,3117.9206,68.8017,2.3246,29.3519,0.55
noise_px=0.0,striker_ref,60.0,0.0,0.1,0.05,2.0,True,15,72.4,1.68,0.166,0.597,57,not_out,3.06,anchored,True,not_out,not_out,not_out,not_out,not_out,True,3.97,7.7574,3.2988,10.0977,3.4417,1.3692,10.0986,0.8504,0.4925
noise_px=0.0,striker_ref,60.0,0.0,0.1,0.05,2.0,True,15,72.4,1.68,0.166,0.597,57,not_out,3.06,parabola,True,umpires_call,not_out,umpires_call,umpires_call,umpires_call,False,1.9376,10.2564,62.6761,30.8373,93.2036,1.4663,31.1813,10.5197,0.55
noise_px=0.0,striker_ref,60.0,0.0,0.1,0.05,2.0,True,16,121.6,9.4,0.429,0.605,36,not_out,3.57,anchored,True,not_out,not_out,not_out,not_out,not_out,True,1.262,2.6218,0.3271,0.4582,3.3682,0.5989,13.9209,0.1782,0.5597
noise_px=0.0,striker_ref,60.0,0.0,0.1,0.05,2.0,True,16,121.6,9.4,0.429,0.605,36,not_out,3.57,parabola,True,umpires_call,umpires_call,umpires_call,umpires_call,umpires_call,False,63.6717,88.8567,0.0,0.0,898.9987,58.2174,84.8526,1000.0,0.55
noise_px=0.0,striker_ref,60.0,0.0,0.1,0.05,2.0,True,17,105.6,7.4,0.565,0.565,40,not_out,3.46,anchored,True,not_out,not_out,not_out,not_out,not_out,True,4.0243,1.5942,1.0013,0.5263,0.1288,0.8691,18.7982,0.3793,0.5333
noise_px=0.0,striker_ref,60.0,0.0,0.1,0.05,2.0,True,17,105.6,7.4,0.565,0.565,40,not_out,3.46,parabola,True,not_out,not_out,not_out,not_out,not_out,False,185.9633,77.9022,0.0,0.0,627.3978,102.7808,65.1588,1000.0,0.55
noise_px=0.0,striker_ref,60.0,0.0,0.1,0.05,2.0,True,18,65.3,2.01,0.125,0.609,65,not_out,2.16,anchored,True,not_out,not_out,not_out,not_out,not_out,True,66.3762,63.9528,65.3975,84.4067,3.6635,3.6473,6.5747,1.7002,0.3174
noise_px=0.0,striker_ref,60.0,0.0,0.1,0.05,2.0,True,18,65.3,2.01,0.125,0.609,65,not_out,2.16,parabola,True,umpires_call,not_out,umpires_call,umpires_call,umpires_call,False,26.9932,18.9859,115.4566,99.2461,184.1739,1.2899,33.5778,16.2883,0.55
noise_px=0.0,striker_ref,60.0,0.0,0.1,0.05,2.0,True,19,148.7,3.82,-0.402,0.491,28,not_out,2.63,anchored,True,not_out,not_out,not_out,not_out,not_out,True,1.6494,2.2903,0.6734,0.9929,0.6793,0.6938,21.0691,0.2132,0.5031
noise_px=0.0,striker_ref,60.0,0.0,0.1,0.05,2.0,True,19,148.7,3.82,-0.402,0.491,28,not_out,2.63,parabola,True,umpires_call,not_out,not_out,umpires_call,umpires_call,False,3.0036,9.9739,67.416,68.838,157.5431,5.4301,89.4338,9.9166,0.55
noise_px=0.0,striker_ref,60.0,0.0,0.1,0.05,2.0,True,20,109.7,8.31,-0.257,0.539,37,umpires_call,2.05,anchored,True,umpires_call,umpires_call,umpires_call,umpires_call,umpires_call,True,0.15,1.353,0.1363,1.0274,2.9672,0.7163,13.5145,0.3001,0.5059
noise_px=0.0,striker_ref,60.0,0.0,0.1,0.05,2.0,True,20,109.7,8.31,-0.257,0.539,37,umpires_call,2.05,parabola,True,umpires_call,not_out,umpires_call,umpires_call,umpires_call,False,45.4047,78.9236,137.8025,0.0,3014.6723,29.8291,22.5988,9.7551,0.55
noise_px=0.0,striker_ref,60.0,0.0,0.1,0.05,2.0,True,21,116.1,6.45,-0.408,0.429,36,not_out,3.67,anchored,True,not_out,not_out,not_out,not_out,not_out,True,1.712,1.4645,0.7982,0.939,0.5584,0.0503,14.8079,0.248,0.4039
noise_px=0.0,striker_ref,60.0,0.0,0.1,0.05,2.0,True,21,116.1,6.45,-0.408,0.429,36,not_out,3.67,parabola,True,umpires_call,not_out,umpires_call,umpires_call,umpires_call,False,819.0464,23.984,3152.5845,5432.4894,2325.4682,22.0839,28.5584,14.983,0.55
noise_px=0.0,striker_ref,60.0,0.0,0.1,0.05,2.0,True,22,128.8,7.77,0.22,0.502,30,not_out,2.31,anchored,True,not_out,not_out,not_out,not_out,not_out,True,1.8776,3.7013,0.5346,1.2237,4.2257,1.9353,15.6243,0.3172,0.4537
noise_px=0.0,striker_ref,60.0,0.0,0.1,0.05,2.0,True,22,128.8,7.77,0.22,0.502,30,not_out,2.31,parabola,False,no_verdict,no_verdict,no_verdict,no_verdict,no_verdict,,,,,,,,,,
noise_px=0.0,striker_ref,60.0,0.0,0.1,0.05,2.0,True,23,132.3,1.49,0.532,0.488,30,not_out,2.34,anchored,True,not_out,not_out,not_out,not_out,not_out,True,2.6718,3.3209,1.2342,3.711,1.1107,1.742,20.8025,0.7367,0.5714
noise_px=0.0,striker_ref,60.0,0.0,0.1,0.05,2.0,True,23,132.3,1.49,0.532,0.488,30,not_out,2.34,parabola,True,not_out,not_out,not_out,not_out,not_out,False,7.1653,19.5334,4.2505,0.0,208.9088,7.8078,62.097,4.1156,0.55
noise_px=0.0,striker_ref,60.0,0.0,0.1,0.05,2.0,True,24,63.2,2.01,-0.362,0.678,64,not_out,2.68,anchored,True,not_out,not_out,not_out,not_out,not_out,True,14.9273,5.9098,11.043,7.0829,2.3615,4.4583,12.0206,2.7382,0.85
noise_px=0.0,striker_ref,60.0,0.0,0.1,0.05,2.0,True,24,63.2,2.01,-0.362,0.678,64,not_out,2.68,parabola,True,umpires_call,not_out,not_out,umpires_call,umpires_call,False,37.8708,54.6557,140.0055,157.2297,198.0226,12.8629,35.5338,14.2407,0.55
noise_px=0.0,striker_ref,60.0,0.0,0.1,0.05,2.0,True,25,84.4,4.16,0.544,0.62,47,not_out,2.76,anchored,True,not_out,not_out,not_out,not_out,not_out,True,3.609,3.0971,2.2035,2.2601,0.0268,1.2888,17.5235,0.6911,0.6236
noise_px=0.0,striker_ref,60.0,0.0,0.1,0.05,2.0,True,25,84.4,4.16,0.544,0.62,47,not_out,2.76,parabola,True,umpires_call,not_out,not_out,umpires_call,umpires_call,False,117.7475,43.1536,224.3488,44.0044,320.2409,20.9991,52.9149,15.8253,0.55
noise_px=0.0,striker_ref,60.0,0.0,0.1,0.05,2.0,True,26,110.0,3.34,0.07,0.549,36,out,3.36,anchored,True,out,out,out,out,out,True,1.7592,3.207,0.5732,4.3556,1.9339,0.7637,15.626,0.6209,0.5735
noise_px=0.0,striker_ref,60.0,0.0,0.1,0.05,2.0,True,26,110.0,3.34,0.07,0.549,36,out,3.36,parabola,True,umpires_call,umpires_call,umpires_call,umpires_call,umpires_call,False,17.4897,14.3147,64.8356,28.4783,192.6881,2.2163,88.8404,6.5551,0.55
noise_px=0.0,striker_ref,60.0,0.0,0.1,0.05,2.0,True,27,74.4,5.31,-0.088,0.667,58,not_out,2.59,anchored,True,not_out,not_out,not_out,not_out,not_out,True,11.8112,19.8928,4.6667,9.5379,3.399,2.701,13.3839,1.241,0.577
noise_px=0.0,striker_ref,60.0,0.0,0.1,0.05,2.0,True,27,74.4,5.31,-0.088,0.667,58,not_out,2.59,parabola,True,umpires_call,out,out,umpires_call,umpires_call,False,32.4877,88.9063,7.9605,0.0,302.1905,1.2287,33.7678,18.1454,0.55
noise_px=0.0,striker_ref,60.0,0.0,0.1,0.05,2.0,True,28,140.9,6.11,0.45,0.418,29,not_out,3.62,anchored,True,not_out,not_out,not_out,not_out,not_out,True,0.995,2.1735,0.3918,1.3477,0.1337,0.0415,19.7271,0.1531,0.3758
noise_px=0.0,striker_ref,60.0,0.0,0.1,0.05,2.0,True,28,140.9,6.11,0.45,0.418,29,not_out,3.62,parabola,True,umpires_call,not_out,not_out,umpires_call,umpires_call,False,152.6995,30.9843,192.4244,185.2284,139.5797,5.1053,102.4421,6.7058,0.55
noise_px=0.0,striker_ref,60.0,0.0,0.1,0.05,2.0,True,29,71.9,3.29,-0.306,0.565,57,umpires_call,2.3,anchored,True,not_out,not_out,not_out,not_out,not_out,True,0.7137,0.8367,0.8021,1.6331,4.0974,0.1775,11.0066,0.2376,0.5359
noise_px=0.0,striker_ref,60.0,0.0,0.1,0.05,2.0,True,29,71.9,3.29,-0.306,0.565,57,umpires_call,2.3,parabola,False,no_verdict,no_verdict,no_verdict,no_verdict,no_verdict,,,,,,,,,,
noise_px=0.0,striker_ref,60.0,0.0,0.1,0.05,2.0,True,30,134.6,7.23,-0.349,0.658,33,not_out,2.08,anchored,True,not_out,not_out,not_out,not_out,not_out,True,2.3456,0.5213,0.5468,0.2798,3.8749,0.1793,17.5831,0.1612,0.6164
noise_px=0.0,striker_ref,60.0,0.0,0.1,0.05,2.0,True,30,134.6,7.23,-0.349,0.658,33,not_out,2.08,parabola,True,umpires_call,not_out,umpires_call,umpires_call,umpires_call,False,8.4649,99.9838,195.0031,0.0,2826.7443,47.7037,71.9009,19.3483,0.55
noise_px=0.0,striker_ref,60.0,0.0,0.1,0.05,2.0,True,31,62.7,8.09,0.16,0.551,66,not_out,2.1,anchored,True,not_out,not_out,not_out,not_out,not_out,True,8.0524,7.4041,1.6931,2.1479,8.4993,1.9807,1.0388,0.9455,0.5181
noise_px=0.0,striker_ref,60.0,0.0,0.1,0.05,2.0,True,31,62.7,8.09,0.16,0.551,66,not_out,2.1,parabola,True,umpires_call,not_out,umpires_call,umpires_call,umpires_call,False,21.3053,28.6859,56.7774,0.0,2762.9803,81.2833,40.6371,29.3377,0.55
noise_px=0.0,striker_ref,60.0,0.0,0.1,0.05,2.0,True,32,140.9,9.16,-0.508,0.608,32,not_out,1.77,anchored,True,not_out,not_out,not_out,not_out,not_out,True,2.3797,0.1499,0.4108,0.1351,5.3177,0.3205,17.9008,0.1257,0.5705
noise_px=0.0,striker_ref,60.0,0.0,0.1,0.05,2.0,True,32,140.9,9.16,-0.508,0.608,32,not_out,1.77,parabola,True,umpires_call,not_out,umpires_call,umpires_call,umpires_call,False,98.0515,84.9958,28.6158,22.05,1013.8542,74.4608,115.547,1000.0,0.55
noise_px=0.0,striker_ref,60.0,0.0,0.1,0.05,2.0,True,33,106.9,1.33,0.024,0.412,37,out,2.27,anchored,True,out,out,out,out,out,True,0.4716,6.9395,0.4357,1.3673,0.7515,0.4714,16.1024,0.2616,0.5587
noise_px=0.0,striker_ref,60.0,0.0,0.1,0.05,2.0,True,33,106.9,1.33,0.024,0.412,37,out,2.27,parabola,True,umpires_call,out,out,umpires_call,umpires_call,False,3.146,3.8336,14.7502,9.7903,55.2524,0.2713,33.7434,3.7058,0.55
noise_px=0.0,striker_ref,60.0,0.0,0.1,0.05,2.0,True,34,134.1,7.95,0.218,0.541,30,not_out,3.38,anchored,True,not_out,not_out,not_out,not_out,not_out,True,0.1834,2.1521,0.1347,0.9041,4.5936,0.7701,21.1431,0.2087,0.5055
noise_px=0.0,striker_ref,60.0,0.0,0.1,0.05,2.0,True,34,134.1,7.95,0.218,0.541,30,not_out,3.38,parabola,True,umpires_call,not_out,not_out,umpires_call,umpires_call,False,18.1239,77.3604,13.3859,0.0,1071.7589,8.3976,86.4055,7.3525,0.55
noise_px=0.0,striker_ref,60.0,0.0,0.1,0.05,2.0,True,35,124.4,6.5,-0.084,0.457,32,umpires_call,2.97,anchored,True,umpires_call,umpires_call,umpires_call,umpires_call,umpires_call,True,1.0992,2.6515,0.2314,1.4966,5.7868,1.0301,18.0685,0.1816,0.4258
noise_px=0.0,striker_ref,60.0,0.0,0.1,0.05,2.0,True,35,124.4,6.5,-0.084,0.457,32,umpires_call,2.97,parabola,True,out,out,out,out,out,False,6.5333,48.0751,2.0937,0.0,353.7712,1.5545,103.9148,7.7585,0.55
noise_px=0.0,striker_ref,60.0,0.0,0.1,0.05,2.0,True,36,122.4,7.92,-0.077,0.615,34,not_out,2.81,anchored,True,not_out,not_out,not_out,not_out,not_out,True,1.6122,2.5953,0.5843,0.662,2.4844,0.4855,16.2388,0.2561,0.5709
noise_px=0.0,striker_ref,60.0,0.0,0.1,0.05,2.0,True,36,122.4,7.92,-0.077,0.615,34,not_out,2.81,parabola,True,umpires_call,not_out,umpires_call,umpires_call,umpires_call,False,42.3206,93.9313,378.9945,0.0,3048.0342,9.9147,26.7117,14.1461,0.55
noise_px=0.0,striker_ref,60.0,0.0,0.1,0.05,2.0,True,37,137.1,3.87,-0.47,0.549,31,not_out,4.7,anchored,True,not_out,not_out,not_out,not_out,not_out,True,1.3185,2.1812,1.5029,1.6764,3.6328,2.3214,20.3281,0.3523,0.5501
noise_px=0.0,striker_ref,60.0,0.0,0.1,0.05,2.0,True,37,137.1,3.87,-0.47,0.549,31,not_out,4.7,parabola,True,umpires_call,not_out,not_out,umpires_call,umpires_call,False,40.2801,32.5232,146.2611,109.6789,224.7742,12.6504,47.2463,11.0242,0.55
noise_px=0.0,striker_ref,60.0,0.0,0.1,0.05,2.0,True,38,77.3,9.59,-0.45,0.671,54,not_out,3.38,anchored,True,not_out,not_out,not_out,not_out,not_out,True,2.7356,0.7529,0.3825,0.3608,10.0316,0.2155,11.3062,0.2469,0.6374
noise_px=0.0,striker_ref,60.0,0.0,0.1,0.05,2.0,True,38,77.3,9.59,-0.45,0.671,54,not_out,3.38,parabola,True,umpires_call,not_out,umpires_call,umpires_call,umpires_call,False,23.2584,71.018,271.9721,0.0,3039.5808,92.2577,0.6136,28.9386,0.55
noise_px=0.0,striker_ref,60.0,0.0,0.1,0.05,2.0,True,39,114.4,7.15,-0.451,0.611,37,not_out,2.81,anchored,True,not_out,not_out,not_out,not_out,not_out,True,0.0494,0.5164,0.3024,1.9978,10.8636,0.6362,19.7033,0.4189,0.5892
noise_px=0.0,striker_ref,60.0,0.0,0.1,0.05,2.0,True,39,114.4,7.15,-0.451,0.611,37,not_out,2.81,parabola,True,umpires_call,not_out,not_out,umpires_call,umpires_call,False,46.6391,83.1313,34.9827,0.0,1408.7131,21.524,63.6133,10.472,0.55
noise_px=0.0,striker_ref,60.0,0.0,0.1,0.05,2.0,True,40,75.0,4.95,-0.198,0.461,52,not_out,2.13,anchored,True,not_out,not_out,not_out,not_out,not_out,True,3.3569,6.4844,1.3513,3.1832,4.0648,0.0616,8.9026,0.583,0.4138
noise_px=0.0,striker_ref,60.0,0.0,0.1,0.05,2.0,True,40,75.0,4.95,-0.198,0.461,52,not_out,2.13,parabola,True,not_out,not_out,not_out,not_out,not_out,False,18.5185,40.5273,7.9283,0.0,141.4819,6.4956,68.2821,13.7431,0.55
noise_px=0.0,striker_ref,60.0,0.0,0.1,0.05,2.0,True,41,88.9,7.53,0.381,0.608,47,not_out,2.73,anchored,True,not_out,not_out,not_out,not_out,not_out,True,0.9831,0.6214,0.574,0.5104,8.0724,1.2299,16.3029,0.2617,0.5837
noise_px=0.0,striker_ref,60.0,0.0,0.1,0.05,2.0,True,41,88.9,7.53,0.381,0.608,47,not_out,2.73,parabola,False,no_verdict,no_verdict,no_verdict,no_verdict,no_verdict,,,,,,,,,,
noise_px=0.0,striker_ref,60.0,0.0,0.1,0.05,2.0,True,42,115.0,9.25,-0.22,0.427,38,not_out,3.44,anchored,True,not_out,not_out,not_out,not_out,not_out,True,4.3931,4.3945,0.3781,0.4613,18.6525,0.328,14.1082,0.1389,0.3851
noise_px=0.0,striker_ref,60.0,0.0,0.1,0.05,2.0,True,42,115.0,9.25,-0.22,0.427,38,not_out,3.44,parabola,True,umpires_call,umpires_call,umpires_call,umpires_call,umpires_call,False,106.6092,40.8321,0.0,0.0,824.4717,37.1142,73.3171,1000.0,0.55
noise_px=0.0,striker_ref,60.0,0.0,0.1,0.05,2.0,True,43,63.5,3.01,-0.525,0.567,62,not_out,3.06,anchored,True,not_out,not_out,not_out,not_out,not_out,True,16.0554,9.8155,9.1587,5.8327,0.5361,4.823,17.2358,2.0606,0.6458
noise_px=0.0,striker_ref,60.0,0.0,0.1,0.05,2.0,True,43,63.5,3.01,-0.525,0.567,62,not_out,3.06,parabola,True,umpires_call,not_out,not_out,umpires_call,umpires_call,False,57.1537,40.8363,190.8555,23.5584,259.1044,20.1582,35.7876,19.512,0.55
noise_px=0.0,striker_ref,60.0,0.0,0.1,0.05,2.0,True,44,121.1,2.48,-0.195,0.462,33,not_out,3.03,anchored,True,not_out,not_out,not_out,not_out,not_out,True,0.4598,4.8056,0.6796,2.7883,4.7332,0.55,19.0213,0.4308,0.5388
noise_px=0.0,striker_ref,60.0,0.0,0.1,0.05,2.0,True,44,121.1,2.48,-0.195,0.462,33,not_out,3.03,parabola,True,not_out,not_out,not_out,umpires_call,umpires_call,False,0.306,2.5707,17.3806,17.436,182.9792,0.5393,72.2356,6.4331,0.55
noise_px=0.0,striker_ref,60.0,0.0,0.1,0.05,2.0,True,45,65.0,9.56,-0.318,0.404,68,not_out,2.77,anchored,True,not_out,not_out,not_out,not_out,not_out,True,1.6862,78.6318,0.282,0.1375,1.0046,1.0248,4.1187,0.7997,0.3801
noise_px=0.0,striker_ref,60.0,0.0,0.1,0.05,2.0,True,45,65.0,9.56,-0.318,0.404,68,not_out,2.77,parabola,False,no_verdict,no_verdict,no_verdict,no_verdict,no_verdict,,,,,,,,,,
noise_px=0.0,striker_ref,60.0,0.0,0.1,0.05,2.0,True,46,110.5,1.43,0.209,0.615,34,not_out,2.5,anchored,True,not_out,not_out,not_out,not_out,not_out,True,1.7147,4.9273,1.1777,4.0712,17.3476,0.2391,13.5717,0.7037,0.5329
noise_px=0.0,striker_ref,60.0,0.0,0.1,0.05,2.0,True,46,110.5,1.43,0.209,0.615,34,not_out,2.5,parabola,True,not_out,not_out,not_out,not_out,not_out,False,4.4022,10.2215,14.4101,12.8784,71.2252,1.0517,41.5984,5.2597,0.55
noise_px=0.0,striker_ref,60.0,0.0,0.1,0.05,2.0,True,47,66.8,2.49,-0.568,0.636,61,not_out,2.18,anchored,True,not_out,not_out,not_out,not_out,not_out,True,1.1917,3.6442,2.139,9.4431,2.2626,1.4822,13.6754,1.0238,0.5807
noise_px=0.0,striker_ref,60.0,0.0,0.1,0.05,2.0,True,47,66.8,2.49,-0.568,0.636,61,not_out,2.18,parabola,True,umpires_call,not_out,not_out,umpires_call,umpires_call,False,69.2491,51.6683,139.2407,150.4043,176.447,10.9774,38.275,13.7665,0.55
noise_px=0.0,striker_ref,60.0,0.0,0.1,0.05,2.0,True,48,147.7,6.66,0.348,0.458,30,not_out,6.53,anchored,True,not_out,not_out,not_out,not_out,not_out,True,2.1278,3.0685,0.5277,1.1375,1.751,0.2304,22.52,0.2559,0.4112
noise_px=0.0,striker_ref,60.0,0.0,0.1,0.05,2.0,True,48,147.7,6.66,0.348,0.458,30,not_out,6.53,parabola,True,umpires_call,not_out,umpires_call,umpires_call,umpires_call,False,349.0012,268.0936,1231.0327,2493.2503,2303.8499,16.9604,25.0224,8.9581,0.55
noise_px=0.0,striker_ref,60.0,0.0,0.1,0.05,2.0,True,49,126.6,6.79,-0.078,0.45,34,not_out,2.52,anchored,True,not_out,not_out,not_out,not_out,not_out,True,0.2975,1.9908,0.4279,1.8913,3.7759,0.6118,17.1524,0.3672,0.4145
